review_id,hotel_id,user_id,rating,review_date,is_verified
1992,2,793,4,2024-12-03,1
1993,14,389,5,2024-09-10,1
1994,27,752,4,2025-03-24,1
1995,30,402,3,2024-12-07,1
1996,33,101,4,2026-01-18,0
1997,14,695,3,2024-10-20,1
1998,7,333,3,2025-06-03,0
1999,2,490,5,2025-10-10,1
2000,6,520,4,2024-10-17,1
2001,3,247,5,2024-09-12,1
2002,35,587,4,2025-06-13,1
2003,11,402,2,2025-12-19,1
2004,33,294,4,2024-08-27,0
2005,23,239,3,2024-08-30,1
2006,22,598,4,2025-12-31,1
2007,19,200,3,2025-07-10,1
2008,33,100,4,2025-09-01,1
2009,2,706,3,2025-01-14,1
2010,4,266,3,2025-02-03,1
2011,17,513,4,2025-04-30,1
2012,16,574,2,2024-12-12,0
2013,22,671,4,2025-04-14,1
2014,30,501,4,2026-01-16,1
2015,24,567,4,2025-09-27,1
2016,11,670,5,2025-12-01,1
2017,14,755,4,2025-05-14,1
2018,31,38,4,2025-10-18,0
2019,9,595,5,2025-04-03,0
2020,21,140,4,2025-07-18,1
2021,22,714,2,2025-09-17,1
2022,31,39,3,2025-11-07,1
2023,29,198,4,2025-12-31,1
2024,19,154,3,2024-10-14,0
2025,13,483,5,2025-10-21,1
2026,15,4,4,2025-09-06,0
2027,17,14,3,2025-09-20,1
2028,9,404,4,2024-08-26,1
2029,26,778,4,2025-05-09,0
2030,9,423,3,2026-01-19,1
2031,26,357,5,2025-12-18,0
2032,31,527,2,2024-12-21,0
2033,39,442,3,2025-05-08,1
2034,5,308,5,2025-11-28,1
2035,31,471,3,2026-01-03,1
2036,4,3,5,2025-02-13,1
2037,14,196,2,2025-10-26,1
2038,8,540,2,2025-11-12,1
2039,7,274,4,2024-11-08,1
2040,8,44,4,2024-09-05,0
2041,2,100,3,2024-09-13,0
2042,33,693,4,2024-11-05,1
2043,3,264,5,2025-09-23,1
2044,16,19,3,2025-03-17,1
2045,28,584,3,2025-08-24,1
2046,40,425,4,2024-10-06,0
2047,35,362,5,2025-07-10,0
2048,6,716,2,2025-09-25,0
2049,40,251,3,2026-01-28,1
2050,27,458,3,2025-02-07,0
2051,8,596,4,2025-06-09,0
2052,18,487,4,2025-05-06,1
2053,37,167,3,2025-02-22,1
2054,16,546,4,2025-07-30,1
2055,8,595,3,2025-06-20,1
2056,36,98,4,2025-11-11,1
2057,39,133,2,2024-09-03,1
2058,40,540,3,2024-12-16,1
2059,39,96,4,2025-06-27,0
2060,35,705,4,2025-06-24,0
2061,19,88,4,2025-12-19,0
2062,8,780,4,2025-08-18,0
2063,25,538,5,2024-08-21,1
2064,9,355,3,2025-05-10,0
2065,19,215,2,2025-11-18,1
2066,27,276,3,2025-12-03,0
2067,38,599,3,2025-10-26,0
2068,12,603,3,2025-05-03,1
2069,11,167,4,2024-10-15,1
2070,30,435,4,2024-12-12,1
2071,1,795,5,2025-11-19,1
2072,23,206,4,2025-02-18,1
2073,30,555,5,2025-10-05,1
2074,23,138,4,2024-09-07,1
2075,16,668,2,2025-05-11,1
2076,34,137,5,2026-01-14,0
2077,15,239,2,2024-12-29,1
2078,29,368,3,2024-09-04,0
2079,19,297,4,2025-01-21,1
2080,2,137,4,2024-09-22,1
2081,22,513,4,2025-07-15,1
2082,2,16,3,2024-11-30,0
2083,38,787,4,2024-12-30,1
2084,25,42,5,2025-07-02,1
2085,15,268,4,2025-02-10,1
2086,20,744,3,2025-08-05,1
2087,25,125,3,2026-01-03,1
2088,11,59,3,2026-01-03,1
2089,12,596,4,2025-09-16,1
2090,17,59,4,2026-01-24,0
2091,11,720,3,2025-09-20,1
2092,31,361,1,2024-09-24,1
2093,5,696,4,2026-01-17,1
2094,34,197,3,2025-06-21,0
2095,14,113,4,2024-08-22,1
2096,23,771,3,2025-07-20,1
2097,7,610,3,2024-12-29,1
2098,16,729,3,2025-06-03,0
2099,31,256,5,2025-08-09,1
2100,11,324,5,2024-09-02,0
2101,6,462,3,2025-04-12,0
2102,21,359,4,2024-09-17,1
2103,7,195,2,2024-10-18,1
2104,13,301,3,2024-12-11,1
2105,19,488,1,2025-10-14,1
2106,23,31,5,2025-03-30,1
2107,26,269,5,2024-09-13,1
2108,28,235,4,2025-09-26,1
2109,34,57,4,2025-06-08,0
2110,3,99,3,2024-11-03,1
2111,15,397,3,2025-06-18,1
2112,1,82,5,2024-12-31,1
2113,1,276,4,2025-07-28,1
2114,9,449,3,2026-01-12,1
2115,24,700,2,2025-02-05,0
2116,36,80,5,2025-09-25,1
2117,31,348,3,2024-08-31,1
2118,26,83,2,2025-03-26,0
2119,32,343,2,2025-12-12,1
2120,7,385,2,2024-09-28,1
2121,34,640,4,2026-01-02,1
2122,36,354,4,2024-10-08,1
2123,4,749,3,2025-05-06,0
2124,19,111,4,2024-11-24,0
2125,34,43,4,2024-08-30,1
2126,20,4,5,2025-02-23,1
2127,34,286,4,2025-06-28,0
2128,38,155,5,2025-09-13,1
2129,19,74,3,2025-02-05,0
2130,3,189,3,2025-05-11,0
2131,14,780,3,2024-11-25,1
2132,9,641,3,2025-09-16,1
2133,19,15,2,2024-11-18,1
2134,24,733,4,2025-11-26,1
2135,19,165,2,2024-11-23,1
2136,8,325,3,2025-08-12,1
2137,13,263,2,2025-02-13,1
2138,28,325,3,2026-02-08,0
2139,2,609,4,2025-01-17,1
2140,9,570,5,2026-01-13,0
2141,36,476,3,2025-11-13,1
2142,4,502,4,2025-04-28,0
2143,17,583,3,2025-05-13,0
2144,9,148,3,2025-02-26,0
2145,5,317,3,2025-04-06,1
2146,17,87,4,2025-04-27,0
2147,21,564,3,2024-11-05,1
2148,8,351,5,2025-02-09,0
2149,4,510,4,2025-12-04,1
2150,6,452,2,2026-01-29,1
2151,27,219,3,2024-09-17,1
2152,35,111,3,2025-09-18,1
2153,8,779,4,2024-12-26,1
2154,13,235,2,2025-08-07,1
2155,14,88,2,2025-07-20,1
2156,15,245,3,2025-12-06,0
2157,10,722,4,2025-09-02,1
2158,3,210,5,2025-11-06,1
2159,22,790,5,2025-10-25,0
2160,15,369,4,2025-08-03,1
2161,14,690,4,2025-03-28,0
2162,11,523,5,2025-02-17,1
2163,38,36,3,2025-02-22,1
2164,25,408,2,2025-02-28,1
2165,17,334,4,2025-01-21,0
2166,9,162,2,2025-02-02,0
2167,33,440,4,2025-06-21,0
2168,36,83,4,2025-01-11,1
2169,2,559,4,2025-02-23,0
2170,38,658,4,2025-09-05,1
2171,28,75,5,2025-02-12,1
2172,4,384,4,2024-10-15,1
2173,31,525,3,2024-08-28,0
2174,5,50,4,2025-10-06,0
2175,3,312,4,2026-01-13,1
2176,5,207,4,2025-08-22,0
2177,19,32,5,2024-09-20,1
2178,25,644,4,2025-06-19,1
2179,17,356,4,2025-01-12,1
2180,5,602,3,2025-02-08,0
2181,8,470,4,2025-12-29,1
2182,35,701,5,2025-11-07,1
2183,39,798,4,2025-09-20,0
2184,31,482,3,2025-05-16,1
2185,5,282,5,2025-06-27,0
2186,33,339,5,2025-12-26,1
2187,28,661,4,2025-08-10,1
2188,22,342,4,2025-06-27,0
2189,6,416,4,2024-10-10,1
2190,40,156,3,2026-02-08,1
2191,18,793,3,2025-10-29,1
2192,2,521,4,2025-03-03,0
2193,9,265,2,2025-01-01,1
2194,17,469,4,2026-01-23,0
2195,3,321,3,2026-01-17,0
2196,13,124,3,2025-04-02,1
2197,19,700,3,2024-12-21,1
2198,38,709,4,2025-10-23,1
2199,4,668,4,2025-07-22,1
2200,24,295,4,2025-12-18,1
2201,37,206,4,2025-06-09,1
2202,33,40,3,2025-06-12,1
2203,37,586,3,2024-11-04,0
2204,7,263,5,2025-07-10,1
2205,33,714,2,2025-03-02,1
2206,40,696,3,2024-12-07,1
2207,14,103,3,2025-10-14,1
2208,20,734,4,2025-02-21,1
2209,22,113,3,2024-12-11,0
2210,20,393,3,2026-01-19,1
2211,12,380,4,2026-01-20,1
2212,39,766,4,2025-05-13,0
2213,39,526,4,2025-01-25,1
2214,16,701,2,2024-11-14,0
2215,33,477,3,2025-07-23,1
2216,16,661,4,2025-07-14,0
2217,32,682,2,2025-07-19,0
2218,24,688,4,2025-10-07,0
2219,19,330,3,2025-04-30,1
2220,6,306,3,2025-08-22,1
2221,27,788,5,2025-08-07,0
2222,13,606,3,2025-10-22,1
2223,9,734,4,2025-09-24,1
2224,8,462,3,2024-09-07,1
2225,40,744,4,2025-07-19,1
2226,5,576,5,2026-01-27,1
2227,32,595,3,2025-06-17,1
2228,35,143,4,2025-06-01,1
2229,2,454,3,2025-07-12,1
2230,24,586,3,2025-06-17,1
2231,24,609,5,2025-03-24,1
2232,15,767,3,2026-02-06,0
2233,27,262,1,2024-09-26,1
2234,17,243,5,2025-11-01,1
2235,18,776,3,2024-11-13,0
2236,18,789,4,2024-12-08,1
2237,33,144,5,2025-07-12,1
2238,26,303,4,2025-07-29,1
2239,16,759,3,2026-01-01,1
2240,38,160,2,2025-01-24,1
2241,33,627,2,2024-09-01,1
2242,38,90,3,2025-01-03,0
2243,30,143,4,2025-06-08,1
2244,16,628,4,2025-02-27,1
2245,31,486,3,2025-01-02,1
2246,14,444,4,2025-12-25,1
2247,11,686,2,2025-06-18,1
2248,19,246,4,2025-08-16,0
2249,39,403,3,2025-09-27,0
2250,23,487,5,2025-03-27,0
2251,16,592,3,2025-09-20,1
2252,19,266,2,2026-01-21,1
2253,12,507,4,2025-09-14,1
2254,27,359,3,2025-01-26,1
2255,15,434,4,2025-10-13,1
2256,23,691,4,2024-12-24,1
2257,15,315,2,2024-09-27,1
2258,13,535,2,2025-04-15,1
2259,39,754,4,2025-05-21,1
2260,14,610,5,2025-04-29,1
2261,3,791,4,2025-01-07,1
2262,16,467,4,2025-01-13,1
2263,22,226,5,2025-12-29,1
2264,4,794,4,2025-01-23,1
2265,13,516,3,2025-10-15,1
2266,7,194,4,2025-01-05,0
2267,21,254,5,2024-10-16,1
2268,29,210,4,2024-09-22,1
2269,39,667,4,2024-12-28,1
2270,16,75,3,2025-11-16,1
2271,35,592,4,2025-04-21,1
2272,9,444,3,2025-08-29,1
2273,32,59,3,2026-01-20,1
2274,23,491,5,2024-09-13,0
2275,31,603,1,2024-10-17,0
2276,31,581,3,2025-12-28,1
2277,22,423,4,2025-06-21,1
2278,11,269,3,2025-07-18,0
2279,22,132,4,2025-02-19,1
2280,34,10,3,2025-11-08,0
2281,39,288,3,2025-08-03,0
2282,38,506,5,2025-01-05,1
2283,8,31,4,2025-08-04,1
2284,24,799,4,2024-08-21,1
2285,5,469,4,2024-12-26,0
2286,27,236,3,2024-12-07,1
2287,40,770,5,2025-10-17,1
2288,3,148,5,2025-09-19,1
2289,27,767,3,2024-10-07,0
2290,38,226,2,2025-12-21,0
2291,34,304,5,2025-11-03,1
2292,16,341,3,2025-04-10,1
2293,5,796,3,2024-12-11,1
2294,37,201,4,2025-04-02,0
2295,37,779,4,2025-07-03,0
2296,24,278,4,2025-07-25,1
2297,40,229,4,2025-02-22,0
2298,1,511,3,2024-10-12,1
2299,25,555,5,2025-07-14,1
2300,2,277,3,2025-09-03,0
2301,38,108,3,2025-01-10,1
2302,28,317,3,2025-07-30,0
2303,37,433,5,2025-06-22,1
2304,23,33,4,2025-05-16,1
2305,4,63,5,2024-08-23,1
2306,2,735,5,2025-01-31,1
2307,14,29,3,2025-03-09,1
2308,30,326,1,2025-11-12,0
2309,7,612,5,2025-11-08,1
2310,35,263,4,2025-12-03,1
2311,10,396,3,2025-04-26,1
2312,20,70,3,2025-02-11,1
2313,9,636,3,2025-05-15,1
2314,19,508,4,2025-10-20,1
2315,19,682,3,2025-07-20,1
2316,1,692,5,2025-07-09,1
2317,23,281,4,2025-04-10,1
2318,32,33,3,2025-08-30,1
2319,38,278,3,2025-11-30,1
2320,14,117,4,2025-08-14,0
2321,36,427,5,2025-03-24,1
2322,36,118,5,2025-11-15,0
2323,40,738,3,2026-01-09,1
2324,15,482,4,2025-10-23,0
2325,35,203,4,2025-12-05,0
2326,23,737,4,2025-01-09,1
2327,3,616,3,2025-04-03,1
2328,11,351,3,2024-12-31,1
2329,27,118,3,2025-03-04,0
2330,7,276,4,2025-09-19,1
2331,18,468,5,2025-08-19,1
2332,31,613,2,2024-08-20,1
2333,6,210,3,2025-09-30,1
2334,20,595,4,2024-11-30,0
2335,9,227,4,2024-11-27,1
2336,22,198,3,2025-06-08,1
2337,10,358,3,2024-12-27,1
2338,39,129,2,2026-01-21,1
2339,4,324,4,2024-11-05,0
2340,39,287,3,2024-11-08,0
2341,32,225,3,2025-10-03,1
2342,35,621,4,2025-01-20,1
2343,35,266,5,2025-09-08,1
2344,8,557,2,2025-08-22,1
2345,38,577,3,2024-11-29,1
2346,24,533,5,2025-06-28,0
2347,39,216,3,2025-06-04,1
2348,36,664,4,2024-10-09,1
2349,24,190,4,2025-10-05,1
2350,15,222,4,2025-11-24,1
2351,5,700,4,2026-01-12,1
2352,5,272,5,2024-10-05,1
2353,16,558,4,2024-11-23,1
2354,33,34,5,2025-11-07,1
2355,21,492,3,2025-01-30,1
2356,20,695,5,2025-07-22,0
2357,10,567,4,2025-02-23,1
2358,23,466,3,2024-12-14,1
2359,26,680,4,2025-07-22,0
2360,40,239,4,2024-12-07,1
2361,30,302,4,2024-10-31,1
2362,25,56,4,2025-06-01,0
2363,37,559,5,2024-12-01,1
2364,17,579,3,2024-11-30,0
2365,38,602,3,2025-10-14,1
2366,15,599,3,2025-05-31,0
2367,6,102,4,2025-06-07,1
2368,17,533,3,2024-11-04,1
2369,6,611,2,2024-11-13,0
2370,5,164,5,2025-03-17,1
2371,36,382,3,2025-03-16,1
2372,32,731,5,2025-04-19,1
2373,9,332,2,2024-10-30,1
2374,34,603,4,2025-12-17,1
2375,3,425,4,2025-03-02,1
2376,12,527,3,2025-11-02,1
2377,29,502,3,2025-03-23,0
2378,13,521,5,2025-04-30,0
2379,30,624,3,2024-10-18,0
2380,35,724,3,2025-08-19,1
2381,3,237,3,2024-09-20,1
2382,1,743,2,2025-09-26,1
2383,38,503,3,2025-12-08,1
2384,21,477,3,2025-03-02,1
2385,21,263,3,2025-12-11,0
2386,19,334,1,2025-08-31,1
2387,18,522,4,2024-08-20,1
2388,28,291,5,2024-12-06,1
2389,24,230,5,2025-07-31,1
2390,7,656,2,2025-09-01,1
2391,26,333,3,2024-10-08,1
2392,27,516,3,2025-08-23,0
2393,5,25,4,2025-10-30,1
2394,16,62,2,2024-10-07,1
2395,32,679,5,2025-12-06,0
2396,25,114,4,2025-06-02,0
2397,6,637,3,2025-07-17,0
2398,2,721,5,2024-09-15,1
2399,24,386,4,2025-07-16,1
2400,19,708,4,2025-04-21,1
2401,39,342,3,2025-03-07,0
2402,21,762,2,2025-10-14,0
2403,38,190,3,2024-12-31,1
2404,9,343,5,2024-09-20,1
2405,18,312,4,2025-05-15,1
2406,6,628,4,2025-09-24,1
2407,23,35,3,2024-10-30,1
2408,8,663,4,2026-02-01,1
2409,20,19,3,2025-08-17,1
2410,14,253,2,2026-01-05,1
2411,8,477,3,2025-04-29,1
2412,4,117,5,2024-10-24,1
2413,21,393,5,2024-11-22,1
2414,38,798,3,2025-05-16,1
2415,8,659,3,2025-07-02,1
2416,17,25,2,2025-09-19,1
2417,9,474,3,2025-10-22,0
2418,33,478,4,2025-10-04,1
2419,17,55,4,2025-07-02,1
2420,39,521,4,2024-08-28,1
2421,10,417,4,2025-06-01,1
2422,4,546,4,2025-11-04,1
2423,24,239,3,2025-11-19,0
2424,27,205,4,2025-11-12,1
2425,40,589,3,2024-08-24,1
2426,35,578,4,2025-04-11,0
2427,36,130,4,2025-07-18,1
2428,26,174,4,2024-12-30,1
2429,15,470,4,2025-03-28,1
2430,18,664,2,2024-10-10,1
2431,6,162,2,2024-12-01,0
2432,18,176,4,2024-08-22,0
2433,15,647,2,2026-01-29,1
2434,2,558,3,2025-11-26,1
2435,9,722,3,2025-03-25,1
2436,22,627,5,2024-08-21,1
2437,15,763,4,2025-02-16,1
2438,40,152,4,2025-04-10,0
2439,20,218,4,2024-11-18,1
2440,39,191,3,2025-08-11,1
2441,27,45,4,2026-02-08,0
2442,2,624,4,2025-11-17,0
2443,9,530,4,2025-11-24,1
2444,29,69,4,2025-11-10,1
2445,22,159,2,2024-09-25,0
2446,13,153,2,2025-06-12,1
2447,21,323,3,2025-06-20,1
2448,37,365,2,2024-10-12,1
2449,16,232,5,2024-11-06,0
2450,2,745,4,2025-06-20,1
2451,13,171,3,2025-09-09,1
2452,38,450,3,2024-12-09,1
2453,31,351,4,2025-05-07,0
2454,34,311,3,2024-09-28,1
2455,37,661,3,2024-10-17,1
2456,5,783,3,2025-06-28,1
2457,12,5,4,2025-06-15,1
2458,3,371,5,2025-09-28,0
2459,1,96,5,2025-12-23,1
2460,34,347,5,2024-11-29,0
2461,38,494,4,2025-02-19,1
2462,7,330,5,2025-11-24,1
2463,29,248,3,2024-09-15,1
2464,22,250,2,2025-11-09,1
2465,3,240,4,2026-01-11,0
2466,37,261,3,2024-10-11,0
2467,35,300,3,2024-11-03,1
2468,23,551,3,2025-08-23,1
2469,29,77,3,2025-05-02,0
2470,16,33,4,2026-02-03,1
2471,32,414,5,2025-06-09,0
2472,18,546,2,2025-08-07,1
2473,40,207,2,2024-12-25,1
2474,3,161,3,2025-02-10,1
2475,7,500,4,2024-11-22,1
2476,39,308,3,2024-11-06,0
2477,12,589,3,2024-10-19,1
2478,13,118,4,2025-12-14,1
2479,32,97,4,2024-09-25,1
2480,8,443,3,2025-05-24,1
2481,21,314,3,2025-05-20,0
2482,12,584,4,2024-09-18,1
2483,8,405,3,2025-11-16,0
2484,39,284,3,2025-05-16,1
2485,8,128,3,2024-10-26,1
2486,4,131,5,2024-10-27,1
2487,27,605,4,2025-09-01,1
2488,35,182,5,2025-07-19,1
2489,6,402,5,2025-03-29,1
2490,29,655,4,2025-03-25,1
2491,22,719,3,2024-09-07,1
2492,34,215,5,2024-09-05,0
2493,6,88,4,2025-06-04,0
2494,40,620,5,2025-03-03,1
2495,25,550,4,2025-01-02,0
2496,34,265,5,2025-03-11,0
2497,15,475,4,2025-07-11,0
2498,38,151,4,2025-01-24,1
2499,26,561,4,2025-02-23,1
2500,6,582,4,2025-01-18,1
2501,37,240,4,2025-08-13,0
2502,32,375,4,2024-09-17,1
2503,13,268,4,2025-12-27,1
2504,22,26,3,2025-06-14,0
2505,16,102,3,2024-12-29,0
2506,22,768,3,2025-10-03,1
2507,39,365,5,2026-01-08,0
2508,36,119,3,2024-09-19,0
2509,9,36,4,2024-12-07,1
2510,39,283,4,2024-11-04,0
2511,18,787,4,2024-09-26,1
2512,29,308,4,2025-09-21,1
2513,31,800,3,2024-12-01,0
2514,20,392,3,2025-03-14,1
2515,19,612,5,2025-11-02,1
2516,19,629,3,2025-07-15,0
2517,35,23,5,2025-08-19,1
2518,16,5,5,2024-10-10,1
2519,12,738,4,2026-01-25,1
2520,15,746,4,2024-10-02,1
2521,8,107,3,2025-09-06,1
2522,16,517,2,2025-07-30,1
2523,5,739,4,2025-03-29,0
2524,4,761,4,2025-11-14,1
2525,29,238,3,2025-12-13,1
2526,4,654,4,2024-09-25,1
2527,23,518,4,2026-01-18,1
2528,32,743,5,2024-12-27,1
2529,29,118,2,2025-10-20,1
2530,18,481,4,2025-11-05,1
2531,8,20,3,2025-06-15,1
2532,38,286,3,2025-11-28,1
2533,34,10,4,2025-11-07,1
2534,25,355,5,2025-05-28,1
2535,4,649,5,2024-11-23,1
2536,2,527,4,2025-04-10,1
2537,13,254,5,2025-12-18,1
2538,7,342,5,2024-12-06,0
2539,35,294,5,2026-02-09,1
2540,9,586,3,2024-11-25,1
2541,12,213,4,2025-08-13,1
2542,40,74,4,2025-07-31,1
2543,33,406,3,2024-12-02,1
2544,9,664,2,2025-05-01,1
2545,16,382,1,2024-11-04,1
2546,21,164,4,2025-03-03,1
2547,27,37,4,2026-01-19,1
2548,38,756,3,2024-09-17,0
2549,35,609,5,2025-12-02,0
2550,40,125,4,2025-08-19,1
2551,2,60,5,2025-09-27,0
2552,10,104,4,2025-01-18,1
2553,23,302,3,2026-01-13,1
2554,2,650,4,2025-01-02,1
2555,15,128,4,2025-05-17,0
2556,7,655,3,2024-09-07,1
2557,38,2,2,2025-12-11,0
2558,3,592,4,2025-09-03,1
2559,6,226,2,2024-11-14,1
2560,8,769,4,2025-08-11,1
2561,6,381,3,2024-11-25,1
2562,23,217,5,2025-04-15,0
2563,15,195,2,2025-05-22,1
2564,37,662,4,2026-01-03,1
2565,11,323,5,2025-02-14,1
2566,22,282,3,2024-08-25,0
2567,27,589,3,2025-04-09,1
2568,26,430,3,2026-01-01,1
2569,32,532,3,2025-10-24,1
2570,9,357,4,2024-09-19,1
2571,21,52,2,2024-09-16,1
2572,33,5,4,2025-10-01,1
2573,35,32,4,2025-09-12,1
2574,25,460,4,2025-06-15,1
2575,27,411,3,2024-10-05,1
2576,35,599,5,2025-01-17,1
2577,25,716,5,2025-11-19,1
2578,38,140,3,2024-11-02,1
2579,6,766,2,2024-12-06,1
2580,14,746,3,2025-04-20,1
2581,5,493,5,2025-09-19,1
2582,4,425,4,2025-11-09,1
2583,19,142,4,2025-07-04,1
2584,10,143,4,2025-05-11,0
2585,17,15,2,2025-03-15,0
2586,18,517,5,2024-09-11,0
2587,25,347,4,2025-01-10,0
2588,38,154,4,2024-12-12,0
2589,34,108,3,2024-09-19,1
2590,16,51,3,2025-09-25,1
2591,14,513,5,2025-02-25,0
2592,31,549,3,2025-05-21,1
2593,5,506,5,2024-12-05,1
2594,22,89,2,2025-07-04,0
2595,17,34,3,2024-10-31,1
2596,8,85,3,2025-08-19,1
2597,25,602,5,2025-09-21,1
2598,13,592,3,2025-02-03,1
2599,8,236,4,2024-12-11,1
2600,27,45,5,2025-10-14,1
2601,7,256,3,2024-12-17,1
2602,27,648,3,2024-11-23,1
2603,7,115,4,2025-02-18,1
2604,18,637,2,2026-01-22,1
2605,33,371,3,2025-04-25,1
2606,10,114,5,2025-01-07,1
2607,31,748,4,2025-05-23,1
2608,29,415,4,2025-02-23,1
2609,37,538,4,2025-08-12,0
2610,7,78,4,2025-04-12,1
2611,29,298,5,2025-07-02,1
2612,38,507,3,2025-04-11,1
2613,31,517,5,2025-05-06,1
2614,8,51,4,2025-04-17,1
2615,33,484,4,2025-03-19,0
2616,5,756,3,2026-01-21,1
2617,24,630,3,2025-01-09,0
2618,20,167,4,2025-10-27,1
2619,22,731,4,2025-09-06,0
2620,21,547,2,2025-05-31,0
2621,2,46,4,2025-02-06,1
2622,21,103,5,2025-05-07,1
2623,38,738,4,2025-11-20,1
2624,18,168,3,2024-11-25,1
2625,12,78,3,2025-07-01,1
2626,40,361,4,2025-10-06,1
2627,4,421,4,2025-07-27,0
2628,20,459,4,2024-11-04,1
2629,21,528,4,2025-05-20,0
2630,20,800,5,2024-11-25,1
2631,37,608,3,2026-01-02,1
2632,17,21,3,2025-02-24,0
2633,39,71,3,2025-04-03,1
2634,3,1,4,2025-11-25,0
2635,30,317,4,2025-04-06,0
2636,24,281,4,2024-12-01,1
2637,10,747,5,2025-12-14,1
2638,10,293,4,2025-08-03,1
2639,29,25,4,2025-07-11,1
2640,26,708,4,2024-09-28,0
2641,25,209,2,2025-04-18,0
2642,3,731,5,2025-04-24,1
2643,24,620,3,2025-01-07,1
2644,40,705,4,2025-06-19,0
2645,1,656,4,2024-12-29,1
2646,19,115,2,2025-04-30,1
2647,20,501,3,2025-10-25,0
2648,36,330,5,2025-09-20,0
2649,12,504,4,2025-01-16,1
2650,20,597,3,2024-12-09,1
2651,29,401,4,2024-08-22,1
2652,3,251,5,2025-02-21,1
2653,33,734,5,2024-08-29,1
2654,33,531,3,2024-10-27,1
2655,29,709,5,2026-01-29,0
2656,26,190,5,2025-11-24,1
2657,30,671,3,2025-06-17,0
2658,32,259,2,2025-10-11,1
2659,37,369,5,2025-05-10,1
2660,18,689,4,2025-07-09,1
2661,19,284,2,2025-12-27,1
2662,26,201,4,2024-09-30,0
2663,8,733,5,2025-02-24,1
2664,35,772,4,2024-10-22,1
2665,31,249,3,2025-10-22,0
2666,26,246,3,2025-11-06,0
2667,13,183,5,2025-09-12,1
2668,14,19,4,2025-07-13,1
2669,18,443,5,2025-05-03,1
2670,27,204,4,2024-08-31,1
2671,32,680,4,2025-10-11,0
2672,27,137,3,2025-12-14,1
2673,38,509,4,2026-01-22,1
2674,39,406,4,2025-02-19,1
2675,29,490,5,2024-12-05,1
2676,15,91,4,2025-08-07,1
2677,24,374,3,2024-08-28,1
2678,18,501,4,2024-09-20,0
2679,26,273,2,2025-11-05,0
2680,33,700,2,2026-01-17,0
2681,15,424,4,2025-03-24,1
2682,21,291,3,2025-05-20,1
2683,2,25,3,2025-06-08,0
2684,30,135,4,2024-11-01,1
2685,20,382,5,2024-12-17,1
2686,19,321,4,2025-01-27,0
2687,22,698,5,2025-11-16,0
2688,9,629,4,2025-04-12,0
2689,24,128,4,2025-09-12,1
2690,30,474,4,2024-12-02,1
2691,14,364,2,2026-01-15,1
2692,6,81,4,2025-12-09,1
2693,16,533,1,2025-05-02,1
2694,8,430,3,2024-12-18,0
2695,15,70,4,2026-01-28,1
2696,26,375,3,2025-10-29,1
2697,5,586,4,2025-05-21,0
2698,30,262,5,2025-01-10,0
2699,9,286,4,2025-07-20,1
2700,36,89,3,2025-03-06,1
2701,30,164,3,2025-08-18,1
2702,11,785,3,2025-11-11,1
2703,23,497,4,2025-05-10,1
2704,5,141,4,2024-09-14,1
2705,4,387,2,2025-06-18,0
2706,39,155,3,2025-11-25,0
2707,33,355,4,2024-12-17,1
2708,7,117,4,2026-01-19,1
2709,12,496,4,2025-03-02,1
2710,8,457,3,2025-08-23,0
2711,16,507,5,2025-09-02,0
2712,12,355,4,2024-11-25,0
2713,14,229,4,2024-09-09,1
2714,22,200,3,2026-01-13,1
2715,8,173,4,2025-09-01,1
2716,36,344,3,2025-07-25,1
2717,30,362,3,2025-01-30,1
2718,31,539,2,2024-10-16,1
2719,7,42,3,2025-01-12,1
2720,29,226,5,2025-06-10,1
2721,34,683,3,2025-08-28,0
2722,8,733,4,2025-02-07,0
2723,31,745,5,2024-12-13,0
2724,15,246,4,2024-12-31,1
2725,32,110,4,2026-01-20,0
2726,20,159,4,2025-07-25,1
2727,33,106,4,2026-02-04,1
2728,6,764,4,2024-08-22,1
2729,16,707,5,2025-04-23,1
2730,11,649,3,2025-04-22,0
2731,10,584,3,2025-03-23,0
2732,13,275,3,2025-03-18,1
2733,16,381,4,2024-09-30,1
2734,6,674,4,2024-09-05,1
2735,29,652,3,2025-10-13,1
2736,23,416,2,2025-04-13,1
2737,34,671,3,2024-11-14,0
2738,29,278,4,2025-02-22,0
2739,6,331,3,2026-01-04,1
2740,3,672,4,2025-04-28,1
2741,17,302,3,2026-02-04,1
2742,20,602,5,2024-11-14,1
2743,10,363,4,2024-10-24,1
2744,32,239,4,2025-06-19,1
2745,24,176,4,2025-08-22,1
2746,30,486,4,2026-01-30,1
2747,5,384,4,2025-04-27,1
2748,33,296,3,2024-12-05,1
2749,9,595,4,2025-06-07,1
2750,18,1,5,2025-01-31,0
2751,18,74,5,2024-11-23,0
2752,33,770,4,2024-10-05,1
2753,12,531,3,2025-09-13,1
2754,10,440,3,2025-08-01,1
2755,14,12,3,2024-11-16,0
2756,15,479,4,2025-06-16,1
2757,8,348,3,2025-12-10,1
2758,8,480,2,2025-11-03,0
2759,10,33,3,2025-04-21,0
2760,19,441,1,2024-09-18,1
2761,14,463,1,2025-07-27,1
2762,16,233,3,2025-05-24,1
2763,29,44,5,2025-12-29,1
2764,10,778,5,2025-06-13,1
2765,37,568,3,2025-09-21,0
2766,31,498,3,2025-05-31,0
2767,7,614,2,2025-06-07,1
